Begin,Disapear,Text
"01:06:30,775","01:06:32,317
",Are these ladies related to you?
"01:06:32,400","01:06:34,775
",These are my daughters. This is Emily and Julie.
"01:06:34,859","01:06:36,192
",Your dad's a good guy.
"01:06:36,275","01:06:39,234
",That's coming from someone who he's trying hard to put in prison.
"01:06:39,317","01:06:41,275
",We shouldn't be talking without your lawyer.
"01:06:41,359","01:06:42,609
",We're all on the same team.
"01:06:43,234","01:06:46,650
","In a sense, I guess, but in a much truer sense, we're not."
"01:06:46,734","01:06:49,150
","Girls, here, take this dollar"
"01:06:49,234","01:06:52,900
","and go over to those musicians and put it in their hat, okay?"
"01:06:52,984","01:06:55,942
",And here's a quarter. Go buy some of those candy-coated peanuts
"01:06:56,025","01:06:59,025
",that your mom won't let you have. All right? Shh.
"01:06:59,984","01:07:01,859
",- Sweet kids. - Thank you.
"01:07:01,942","01:07:06,525
","If your lawyer were here, I'd tell you the window's closing for you to plead out."
"01:07:07,109","01:07:09,442
",We're not taking a fuckin' deal. Would you stop?
"01:07:10,025","01:07:12,984
","I wish I could share Abbie's sentiment that you're a good guy,"
"01:07:13,067","01:07:14,234
",but I'm afraid I can't.
"01:07:14,817","01:07:16,317
",I'm sorry to hear that.
"01:07:16,400","01:07:20,317
",Sending Daphne O'Connor to break my heart was way out of line.
"01:07:20,400","01:07:22,692
","Well, I don't work for the FBI,"
"01:07:22,775","01:07:25,817
",but O'Connor was one of many agents sent to gather intelligence
"01:07:25,900","01:07:27,859
",on what had been deemed a credible threat.
"01:07:27,942","01:07:31,984
","Fine. Then you bug our phones, you wire up a dope dealer. Be a man."
"01:07:32,067","01:07:35,942
",- You don't send a woman to ensorcell me. - What?
"01:07:36,025","01:07:37,734
",- It means to enchant. - Oh.
"01:07:37,817","01:07:41,567
",- Only to have her crush my soul. - How long did you two know each other?
"01:07:42,150","01:07:45,359
",Ninety-three hours. Could've been a lifetime.
"01:07:45,442","01:07:47,567
",For a fruit fly. Enjoy your weekend.
"01:07:47,650","01:07:49,359
",Is that even ethical?
"01:07:50,234","01:07:51,567
",Aren't there ethics rules?
"01:07:51,650","01:07:53,192
",Did she engage with you sexually?
"01:07:54,984","01:07:56,734
","Well, we were takin' it slow."
"01:07:57,692","01:07:59,317
",He's gonna be all right.
"01:07:59,400","01:08:00,650
",One egg is un oeuf?
"01:08:01,609","01:08:04,234
",- They teach her that at the Academy? - Yep.
"01:08:04,317","01:08:06,150
",We don't have any beef with you.
"01:08:06,234","01:08:09,192
",We know you're doing your job and you don't think we're criminals.
"01:08:09,275","01:08:10,984
","I'm not sure where you get that info,"
"01:08:11,067","01:08:13,775
",but I represent the People without passion or prejudice.
"01:08:14,359","01:08:16,234
",You think we were responsible?
"01:08:16,817","01:08:18,609
",You got the result you were looking for.
"01:08:19,525","01:08:22,484
",- So did Nixon. - How 'bout that?
"01:08:23,442","01:08:24,525
",See you Monday.
"01:08:26,359","01:08:27,650
",Does she ever mention me?
"01:08:52,025","01:08:53,192
",Conspiracy Office.
"01:08:59,525","01:09:00,525
",I need a second.
"01:09:07,317","01:09:08,650
","Something's happened, Tom."
"01:09:28,984","01:09:30,275
","Bobby, uh..."
"01:09:32,859","01:09:35,650
",Fred Hampton was shot and killed last night.
"01:09:39,067","01:09:43,234
","There was a police raid, and there was a shootout."
"01:09:43,942","01:09:45,150
",And he's dead.
"01:09:48,400","01:09:51,067
",- It took place between the hours of 4:00-- - I know.
"01:09:51,942","01:09:54,692
",- You were told? - Yeah.
"01:09:54,775","01:09:55,859
",Um...
"01:09:57,150","01:09:58,525
",I'm so sorry.
"01:10:06,567","01:10:09,317
","The seven of you, you've all got the same father, right?"
"01:10:11,442","01:10:12,942
",I'm talkin' to you.
"01:10:15,150","01:10:17,400
","You all got the same father, right?"
"01:10:17,484","01:10:19,067
","""Cut your hair..."
"01:10:20,025","01:10:25,317
","don't be a fag, respect authority, respect America, respect me."""
"01:10:27,359","01:10:30,984
","Your life, it's a ""fuck you"" to your father, right?"
"01:10:33,150","01:10:34,150
",A little?
"01:10:36,067","01:10:38,359
",- Maybe. - Maybe.
"01:10:39,025","01:10:41,817
",And you can see how that's different from a rope on a tree?
"01:10:42,900","01:10:43,900
",Yeah.
"01:10:44,442","01:10:45,442
",Yeah.
"01:10:49,025","01:10:50,900
",He was shot in the shoulder first.
"01:10:52,692","01:10:55,150
",You can't aim a gun if you've been shot in the shoulder.
"01:10:55,234","01:10:56,775
",You can't squeeze the trigger.
"01:10:58,025","01:10:59,817
",Second shot was in his head.
"01:11:02,317","01:11:03,942
",Fred was executed.
"01:11:08,650","01:11:09,650
",Anything else?
"01:11:13,900","01:11:14,900
",No.
"01:11:27,609","01:11:31,359
","Calling your attention to the evening of the next day,"
"01:11:31,442","01:11:34,859
","Tuesday, August 27th, were you in Grant Park?"
"01:11:34,942","01:11:38,734
","Yes. There was a ""Free Huey Newton"" rally going on."
"01:11:38,817","01:11:42,609
",- WOMAN Recognize any of the speakers? - I heard Jerry Rubin give a speech.
"01:11:42,692","01:11:45,192
","Phil Ochs sang, and then Bobby Seale gave a speech."
"01:11:45,275","01:11:48,942
",I object to this testimony against me because I have been denied counsel.
"01:11:50,067","01:11:51,067
",We understand.
"01:11:51,567","01:11:54,234
",Do you recall any of Mr. Seale's speech?
"01:11:54,317","01:11:55,400
",Yes. He said--
"01:11:55,484","01:11:57,442
",- I object to this man's-- - Quiet!
"01:11:58,359","01:11:59,192
",Go ahead.
"01:11:59,275","01:12:01,817
",- May I refer to notes? - Yes.
"01:12:02,900","01:12:07,109
","He said, ""We must understand that as we go forth"
"01:12:07,192","01:12:09,150
","to try to move the reprobate politicians..."""
"01:12:09,234","01:12:10,067
",Your Honor--
"01:12:10,150","01:12:13,984
","""...our cowardly Congress, the jive, double-lip talking Nixon--"""
"01:12:14,067","01:12:16,317
","""Jive, double-lip, talking Nixon..."""
"01:12:16,400","01:12:19,984
","You're making me sound like one funky cat. Thank you, sir."
"01:12:20,067","01:12:22,192
","Last warning, Mr. Seale."
"01:12:24,150","01:12:25,775
",Did he say anything else?
"01:12:25,859","01:12:28,150
","He said, ""The revolution at this time"
"01:12:28,234","01:12:32,317
","is directly connected to organized guns in force."""
"01:12:34,525","01:12:35,525
",No more questions.
"01:12:37,275","01:12:41,150
","Jive, double-lip talking. Funky, funky cat."
"01:12:41,234","01:12:43,775
",Would the defense like to cross-examine the witness?
"01:12:43,859","01:12:48,150
",Yes. I'm sittin' here saying that I would like to cross-examine a witness.
"01:12:48,234","01:12:51,150
",- Only lawyers can address a witness. - My lawyer is Charles Garry.
"01:12:51,234","01:12:54,734
",- I'm tired of hearing that. - Couldn't care less what you're tired of.
"01:12:55,525","01:12:56,525
",What did you say?
"01:12:59,025","01:13:04,109
",I said it would be impossible for me to care any less what you are tired of.
"01:13:04,192","01:13:07,192
",And I demand to cross-examine the witness.
"01:13:07,275","01:13:09,400
",Sit in your chair and be quiet.
"01:13:09,484","01:13:13,109
",And don't ever address this court in that manner again.
"01:13:16,984","01:13:18,650
",Are there any further questions?
"01:13:20,734","01:13:23,942
","We'll stand in recess for one hour, and court will resume again--"
"01:13:24,025","01:13:27,150
","- It was premeditated murder! - Yes, it was!"
"01:13:27,234","01:13:30,984
","- Fred Hampton was assassinated last night! - Marshals, put Mr. Seale--"
"01:13:31,067","01:13:33,025
",He wouldn't have been able to hold a gun!
"01:13:33,109","01:13:37,859
","When they publish the coroner's report, ask about the bullet in his shoulder!"
"01:13:41,234","01:13:44,359
","I strongly caution you, Mr. Seale."
"01:13:45,192","01:13:46,942
",I strongly caution--
"01:13:47,025","01:13:49,609
","Oh, strongly fuck yourself!"
"01:13:52,817","01:13:55,025
","Marshals, take that defendant into a room"
"01:13:55,109","01:13:57,692
",and deal with him as he should be dealt with.
"01:15:24,359","01:15:29,317
","Let the record show that I tried, fairly and impartially."
"01:15:29,400","01:15:33,400
",I tried to get the defendant to sit on his own.
"01:15:33,484","01:15:35,692
","I ask you again, Mr. Seale,"
"01:15:35,775","01:15:39,234
","and you may indicate by raising your head up and down,"
"01:15:39,817","01:15:42,067
","or moving it from side to side,"
"01:15:42,150","01:15:47,525
","if I have your assurance that you will not do anything to disrupt this trial,"
"01:15:47,609","01:15:50,650
",if I allow you to resume proper order.
"01:15:51,942","01:15:54,025
",Do I have your assurance?
"01:16:03,400","01:16:05,109
","Mr. Schultz, call your next witness."
"01:16:09,734","01:16:10,942
",Mr. Schultz?
"01:16:20,025","01:16:21,234
","Your Honor, may we approach?"
"01:16:27,234","01:16:28,484
",Can he breathe?
"01:16:29,317","01:16:31,192
","Can you breathe all right, Bobby?"
"01:16:37,609","01:16:41,150
","Your Honor, our defendant is gagged and bound in an American courtroom."
"01:16:41,234","01:16:43,109
",He brought it on himself.
"01:16:43,192","01:16:44,192
",Are you insane?
"01:16:44,234","01:16:45,359
",Mr. Kunstler.
"01:16:46,942","01:16:48,484
",Love of God.
"01:16:49,400","01:16:52,192
","What do you want, Mr. Schultz? This is your sidebar."
"01:16:52,275","01:16:55,859
",The government would like to make a motion that Bobby Seale be separated--
"01:16:55,942","01:16:57,942
","- Wait, wait, wait-- - Sir, please."
"01:16:58,567","01:17:01,525
",A motion that Bobby Seale be separated from the rest of the defendants
"01:17:01,609","01:17:03,734
",and his case be declared a mistrial.
"01:17:04,400","01:17:06,192
",You want me to give him his mistrial?
"01:17:06,275","01:17:10,859
","Of course, because you took that Black guy and you made him a sympathetic character."
"01:17:10,942","01:17:15,609
","Mr. Kunstler, I have lived a very long time, sir."
"01:17:15,692","01:17:18,817
",And you're the first person ever
"01:17:18,900","01:17:23,192
",to suggest that I have discriminated against a Black man.
"01:17:23,275","01:17:25,192
",Then let the record show that I am the second.
"01:17:28,400","01:17:29,400
",Step back.
"01:17:43,942","01:17:48,109
",I'm issuing an order declaring a mistrial as to the defendant Bobby G. Seale.
"01:17:57,817","01:18:02,692
","Mr. Seale, you are currently charged with 16 counts of contempt"
"01:18:02,775","01:18:05,775
","for your repeated displays of disrespect,"
"01:18:05,859","01:18:09,692
",and you have a pending homicide charge in Connecticut.
"01:18:10,484","01:18:15,150
","You are not home free, sir, and I doubt you ever will be."
"01:18:16,484","01:18:20,650
","We are adjourned until 10:00, Monday."
"01:18:20,734","01:18:21,900
",All rise.
"01:18:55,400","01:18:57,484
","Conspiracy Office, how can I help you?"
"01:19:03,317","01:19:05,442
","No, sir. I am a white woman."
"01:19:09,192","01:19:12,859
","Yeah, I've slept with several in my life so far, and on balance,"
"01:19:12,942","01:19:14,484
",I'd have to say it is better.
"01:19:14,567","01:19:16,942
",I think that's a big part of what's got you worked up.
"01:19:17,025","01:19:17,859
",Hang up the phone.
"01:19:17,942","01:19:20,609
",It's not so much that it's bigger. It's just better.
"01:19:20,692","01:19:21,692
",Hang up the phone.
"01:19:24,109","01:19:26,025
",Was that a parting gift for Bobby?
"01:19:27,067","01:19:29,609
",No. That was just for me.
"01:19:43,067","01:19:45,234
",Why the fuck did you stand up?
"01:19:45,984","01:19:46,859
",It was a reflex.
"01:19:46,942","01:19:48,734
",He was respecting the institution.
"01:19:48,817","01:19:52,900
","I don't know what good it does to insult the judge in view of the jury, the press,"
"01:19:52,984","01:19:56,359
","and Foran and Schultz, who'll recommend sentencing if we're convicted."
"01:19:56,442","01:19:59,775
","It's a revolution, Tom. We may have to hurt somebody's feelings."
"01:20:02,234","01:20:03,525
","So, um..."
"01:20:04,817","01:20:06,400
",we have this list.
"01:20:06,484","01:20:09,942
","Maybe Monday morning, we could read the names into the record"
"01:20:10,025","01:20:11,150
",as a way of saying--
"01:20:11,234","01:20:12,067
",Saying what?
"01:20:12,150","01:20:16,442
","That whatever we're facing, you know, it's peanuts compared to what--"
"01:20:16,525","01:20:19,734
",He's gonna sentence us. The judge decides what we're facing.
"01:20:19,817","01:20:22,650
",- It is a goddamn trial. - Political trial.
"01:20:22,734","01:20:26,109
","No, we were arrested... The law doesn't recognize political trials."
"01:20:26,192","01:20:29,067
","No, we weren't arrested. We were chosen."
"01:20:32,109","01:20:35,567
","Lee, John, have you guys asked yourselves what you're doing here?"
"01:20:35,650","01:20:36,484
",Every day.
"01:20:36,567","01:20:38,067
",You're a give-back.
"01:20:38,150","01:20:40,692
",They give the jury a couple of guys they can acquit
"01:20:40,775","01:20:43,567
",so they feel better about finding the rest of us guilty.
"01:20:46,567","01:20:48,359
","Lenny, am I wrong?"
"01:20:49,734","01:20:50,567
",No.
"01:20:50,650","01:20:54,650
","Wait, so our role in history is that we made it easier to convict our friends?"
"01:20:54,734","01:20:57,525
",They're gonna find us guilty if they just don't like you.
"01:20:57,609","01:20:59,984
",That's why Bill won't put us on the stand.
"01:21:00,067","01:21:02,650
",I can take the stand. I'm easier for them to like.
"01:21:03,567","01:21:05,609
",I'm literally a Boy Scout troop leader.
"01:21:10,942","01:21:13,275
",You're a conscientious objector.
"01:21:13,359","01:21:15,234
",A lot of people are conscientious objectors.
"01:21:15,317","01:21:16,484
",During World War II?
"01:21:16,567","01:21:20,109
",You sat out World War II. Even I wanna punch you.
"01:21:20,192","01:21:23,442
",- We can talk about that. - I'm looking forward to it.
"01:21:23,525","01:21:25,192
",I could take the stand.
"01:21:25,275","01:21:27,900
","Mr. Rubin, you ever taught a classroom how to make a bomb?"
"01:21:27,984","01:21:30,900
","Man, eighth graders are taught how Oppenheimer made a bomb."
"01:21:30,984","01:21:34,109
",Not one you can build with materials from Woolworth's.
"01:21:34,192","01:21:35,609
",You know what'd be ironic?
"01:21:36,400","01:21:38,400
","- What? - I said, know what--"
"01:21:38,484","01:21:40,734
",He heard you. He's asking what would be ironic.
"01:21:40,817","01:21:45,525
",I was gonna say if John Mitchell did all this just to get back at Ramsey Clark.
"01:21:45,609","01:21:47,569
","- For what? - That thing, remember?"
"01:21:47,650","01:21:50,359
","Outgoing cabinet members are supposed to resign,"
"01:21:50,442","01:21:53,234
",but Ramsey Clark didn't tender his resignation till--
"01:21:53,317","01:21:55,359
",I read Mitchell had a fit about that.
"01:21:55,442","01:21:58,400
","- Yeah. - Did you read about that, Lenny?"
"01:21:58,984","01:21:59,984
",Bill?
"01:22:00,942","01:22:03,067
",He was never even on our witness list.
"01:22:03,150","01:22:04,150
",Who?
"01:22:04,234","01:22:08,817
",- The first witness you put on the stand-- - If this was a political trial...
"01:22:09,650","01:22:11,400
",- Bernadine. - Yeah.
"01:22:11,484","01:22:13,775
",I need my office to find Ramsey Clark.
"01:22:14,525","01:22:17,275
",And William Kunstler just showed up.
"01:22:32,400","01:22:33,400
",Len.
"01:22:38,275","01:22:41,400
","Maybe... I don't know, does he have a Secret Service detail?"
"01:22:41,484","01:22:44,525
","Nah, they're here for us."
"01:22:50,150","01:22:52,442
",He was the attorney general. What do we do?
"01:22:52,525","01:22:55,400
","- We just ring the doorbell? - Yeah, I guess so."
"01:22:56,942","01:22:59,234
",- You wanna do it? - Just ring the damn...
"01:23:04,900","01:23:08,109
","Good morning, I'm Bill Kunstler. Mr. Clark is expecting us."
"01:23:08,192","01:23:09,192
",Come in.
"01:23:14,025","01:23:15,025
",Good morning.
"01:23:19,984","01:23:22,150
",He's in his study at the end of the hall.
"01:23:22,734","01:23:23,984
",Can I get anyone coffee?
"01:23:24,067","01:23:26,359
","I tell you what, ma'am. That sounds great."
"01:23:26,442","01:23:27,775
",Nothing for me. Thank you.
"01:23:28,609","01:23:30,192
",At the end of the hall.
"01:23:31,150","01:23:32,359
",Mr. Hayden?
"01:23:33,525","01:23:36,734
",I read in the paper you were the only one who stood for the judge
"01:23:36,817","01:23:38,400
",after what he did to Bobby.
"01:23:40,109","01:23:43,484
","Uh, that was a mistake. It was just a reflex."
"01:23:43,567","01:23:44,567
",Tom?
"01:23:55,734","01:23:56,734
","Hey, Bill."
"01:23:58,400","01:23:59,567
",Ramsey Clark.
"01:24:00,442","01:24:01,775
","Pleased to meet you, sir."
"01:24:03,067","01:24:05,234
",This is Leonard Weinglass.
"01:24:05,317","01:24:07,567
",- Mr. Weinglass. - And Tom Hayden.
"01:24:07,650","01:24:09,192
","Oh, I know who Tom Hayden is."
"01:24:09,275","01:24:11,525
",The FBI used to work for me.
"01:24:12,775","01:24:16,317
","Those two men, they're senior deputies with the Justice Department."
"01:24:16,400","01:24:17,734
",Mr. Kelly and Mr. Ackerman.
"01:24:19,150","01:24:22,067
",- I don't know why these men are here. - I invited them.
"01:24:22,650","01:24:23,525
",You invited them?
"01:24:23,609","01:24:26,150
",I don't want the appearance of impropriety.
"01:24:26,234","01:24:27,734
",There isn't any impropriety.
"01:24:27,817","01:24:30,025
",And now there are witnesses to that.
"01:24:30,109","01:24:34,859
","Sir, these men are gonna call Schultz and Foran as soon as we're done."
"01:24:34,942","01:24:38,234
",Don't be ridiculous. They already called Schultz and Foran.
"01:24:38,317","01:24:41,484
",And they're gonna call John Mitchell as soon as we're done here.
"01:24:42,109","01:24:43,775
","Go ahead, ask what you wanna ask."
"01:24:45,067","01:24:47,400
",- In front of them? - Yeah.
"01:24:51,234","01:24:52,234
",All right.
"01:24:53,192","01:24:57,359
","Mr. Clark, while you were attorney general for President Johnson"
"01:24:57,442","01:24:59,609
",was there ever any discussion with the White House
"01:24:59,692","01:25:01,859
",about seeking indictments against my clients?
"01:25:01,942","01:25:03,775
",- He can't answer that. - Why not?
"01:25:03,859","01:25:04,859
",It's against the law.
"01:25:04,942","01:25:08,025
",That's an overly broad interpretation of the law.
"01:25:08,109","01:25:09,984
",- If you'd like-- - I'll tell you what.
"01:25:10,067","01:25:12,275
","We've dealt with jury tampering, wiretapping,"
"01:25:12,359","01:25:14,525
","a defendant that was literally gagged,"
"01:25:14,609","01:25:17,275
",and a judge who's been handing down rulings from the bench
"01:25:17,359","01:25:19,609
",that would be considered wrong in Honduras.
"01:25:19,692","01:25:23,900
",So I'm a little less interested in the law than I was when this trial began.
"01:25:23,984","01:25:29,359
","Well, whether you like the law or not, as former AG, he is protected by it."
"01:25:29,442","01:25:31,150
","No, you are protected by it."
"01:25:32,150","01:25:34,817
","And with respect, sir, I can subpoena you."
"01:25:34,900","01:25:37,734
",Find a judge in this circuit who will sign that subpoena.
"01:25:37,817","01:25:41,567
",He's right. And taking the stand voluntarily would be a big risk for me.
"01:25:42,150","01:25:43,900
","Well, again, with due respect, sir,"
"01:25:43,984","01:25:47,359
",my clients take a much bigger risk when they...
"01:25:48,067","01:25:50,984
",- stand against an enormous power... - What took you so long?
"01:25:51,067","01:25:53,692
","...that they can't even see, and that..."
"01:25:54,650","01:25:57,067
",I'm sorry. What took me so long to do what?
"01:25:57,150","01:25:59,109
",To realize I'm your star witness.
"01:26:02,025","01:26:04,692
",- We were remarking upon that ourselves-- - Bill...
"01:26:04,775","01:26:05,984
",He can't testify.
"01:26:06,067","01:26:08,442
",I'm in private practice now.
"01:26:08,525","01:26:11,192
","And if John Mitchell wants to cut me in half,"
"01:26:11,275","01:26:12,900
",he can and he will.
"01:26:12,984","01:26:14,484
",You have to find some...
"01:26:15,734","01:26:17,900
","Sir, you have to find some courage now..."
"01:26:19,192","01:26:21,942
",- And-- - Find some courage? Yeah.
"01:26:22,025","01:26:24,692
",Yes. You have to find some courage and--
"01:26:24,775","01:26:25,775
",Tom.
"01:26:29,567","01:26:32,025
","That's what those two men came to tell me,"
"01:26:32,109","01:26:36,067
","that if John Mitchell wants to cut me in half, he can and he will."
"01:26:36,650","01:26:40,817
","So I wanted them in the room when I said,"
"01:26:41,692","01:26:43,025
","""When do you want me in court?"""
"01:26:45,817","01:26:46,942
",Mr. Clark?
"01:26:47,567","01:26:48,567
",I'm sorry?
"01:26:49,109","01:26:50,442
","Swear me in, Bill."
"01:26:50,525","01:26:54,984
","It is against the law for you to testify, Ramsey. It is as simple as that."
"01:26:55,775","01:26:57,067
",It's General Clark.
"01:26:57,775","01:26:59,942
",And arrest me or shut the fuck up.
"01:27:05,317","01:27:06,359
",Found some.
"01:27:08,484","01:27:11,025
","Your Honor, the People move to disallow this witness."
"01:27:11,109","01:27:14,067
",I'm sure the defense anticipated that.
"01:27:14,150","01:27:16,109
",Code of federal regulations mandates
"01:27:16,192","01:27:18,484
",the disclosure of Justice Department materials
"01:27:18,567","01:27:21,609
","is prohibited without prior knowledge of the attorney general,"
"01:27:21,692","01:27:24,650
","plainly meaning the sitting attorney general,"
"01:27:24,734","01:27:27,567
","who is John Mitchell, who has denied his approval."
"01:27:27,650","01:27:32,525
","Judge, the rule refers only to very specific documents and information."
"01:27:32,609","01:27:36,317
","If the regulation were interpreted as Mr. Schultz is asking it to be,"
"01:27:36,400","01:27:38,234
",nobody in the federal government
"01:27:38,317","01:27:41,734
",could ever testify in any trial after they left their job.
"01:27:43,859","01:27:46,567
",I think the government is at least justified
"01:27:46,650","01:27:50,150
","in asking the defense to demonstrate, by voir dire,"
"01:27:50,234","01:27:53,067
",the testimony it expects to elicit from the witness.
"01:27:53,150","01:27:56,900
","You'd like us to question the witness, this witness,"
"01:27:56,984","01:27:59,817
",outside the presence of the jury?
"01:27:59,900","01:28:04,400
","If I find any of the testimony relevant, I'll call the jury back in to hear it."
"01:28:05,359","01:28:07,067
","Take it or leave it, Mr. Kunstler."
"01:28:10,442","01:28:12,734
",Defense calls Ramsey Clark.
"01:28:25,817","01:28:26,900
",State your name.
"01:28:27,400","01:28:30,609
",- William Ramsey Clark. - Do you swear the testimony you give
"01:28:30,692","01:28:33,234
","will be the truth, the whole truth and nothing but the truth?"
"01:28:33,317","01:28:34,317
",I do.
"01:28:37,275","01:28:42,692
","Mr. Clark, what was your occupation in the summer of 1968?"
"01:28:42,775","01:28:45,150
",I was the attorney general of the United States.
"01:28:45,234","01:28:47,775
",- You were appointed by President Johnson? - Yes.
"01:28:47,859","01:28:51,192
",- Confirmed by the United States Senate. - Yes.
"01:28:51,275","01:28:56,525
","Now, did you receive a phone call at your office at 11:50 a.m.,"
"01:28:56,609","01:28:59,025
",on September 10th of last year?
"01:28:59,109","01:28:59,942
",Yes.
"01:29:00,025","01:29:02,192
",- And from whom was that call? - President Johnson.
"01:29:02,275","01:29:07,734
",Will you state what President Johnson said to you and what was said to him?
"01:29:07,817","01:29:10,109
","Your Honor, at this point, we will object."
"01:29:10,192","01:29:13,859
","A cabinet officer does not have to, and should not have to relate the contents"
"01:29:13,942","01:29:17,234
",of a private call he had with the president.
"01:29:17,317","01:29:18,984
",I'll sustain the objection.
"01:29:19,067","01:29:22,442
","Please, the court... This is voir dire."
"01:29:22,525","01:29:25,150
",I thought objections were reserved.
"01:29:25,234","01:29:28,275
",There's a question of attorney-client privilege to consider.
"01:29:28,359","01:29:31,192
",The president isn't a client of the attorney general.
"01:29:34,859","01:29:36,109
","Excuse me, sir?"
"01:29:36,692","01:29:39,734
",The president isn't a client of the attorney general.
"01:29:39,817","01:29:40,817
",I'm happy to answer.
"01:29:40,900","01:29:42,359
",Your Honor...
"01:29:44,359","01:29:47,817
",Hearing from the witness on this point is highly irregular.
"01:29:49,025","01:29:51,817
","Well, gentlemen, um..."
"01:29:53,567","01:29:55,067
",This is my courtroom.
"01:29:55,817","01:29:59,484
","But the witness is the former, uh..."
"01:29:59,567","01:30:03,150
","He's just stated his willingness, you know,"
"01:30:03,234","01:30:07,275
","so, for the purposes of voir dire, I'll hear the answer."
"01:30:08,317","01:30:09,317
",Thank you.
"01:30:09,942","01:30:15,525
","Mr. Clark, uh, did President Johnson ask you a question in that phone call?"
"01:30:16,400","01:30:19,984
",The president asked me if I intended to seek any indictments
"01:30:20,067","01:30:23,484
",related to the riots the previous month in Chicago.
"01:30:24,400","01:30:25,900
",And what did you tell him?
"01:30:25,984","01:30:28,567
",I told him we wouldn't be seeking indictments.
"01:30:28,650","01:30:30,192
",And can you tell us why?
"01:30:30,275","01:30:34,692
",An investigation by our criminal division led to the conclusion
"01:30:34,775","01:30:37,484
",that the riots were started by the Chicago Police Department.
"01:30:52,734","01:30:56,317
","And, Mr. Clark, did your counterintelligence division"
"01:30:56,400","01:30:57,984
",make a report as well?
"01:30:58,067","01:31:01,942
",They concluded that there was no conspiracy by the defendants
"01:31:02,025","01:31:04,942
",to incite violence during the convention.
"01:31:05,025","01:31:07,234
","And then what happened on the first Tuesday,"
"01:31:07,317","01:31:09,859
","after the first Monday, in November of that year?"
"01:31:09,942","01:31:12,359
",- Richard Nixon was elected president. - Sustained.
"01:31:12,442","01:31:14,317
",- Nobody objected-- - We do.
"01:31:14,400","01:31:16,984
",It's well-known there's no love lost between the witness
"01:31:17,067","01:31:18,609
",and the sitting attorney general.
"01:31:18,692","01:31:21,067
",This witness was called to wage a political attack
"01:31:21,150","01:31:23,234
",and should not be allowed before the jury.
"01:31:23,317","01:31:24,150
",Mr. Kunstler.
"01:31:24,234","01:31:26,525
","Your Honor, you cannot possibly be considering"
"01:31:26,609","01:31:29,900
",not allowing the jury to hear what we've just heard?
"01:31:29,984","01:31:32,025
",The witness can't present them testimony
"01:31:32,109","01:31:34,900
",that would assist in making a determination of guilt or innocence.
"01:31:34,984","01:31:38,484
",He just testified his own Justice Department came to the conclusion--
"01:31:38,567","01:31:40,150
","The current Justice Department,"
"01:31:40,234","01:31:42,275
","the one that matters, came to a new conclusion."
"01:31:42,359","01:31:46,150
","Therefore, motivation of the prosecution has to be called into question."
"01:31:46,234","01:31:49,734
",The motivation of the prosecution is not an issue in a courtroom.
"01:31:49,817","01:31:53,734
","In any courtroom I've ever been in, except this one."
"01:31:53,817","01:31:54,817
",Object.
"01:31:54,900","01:31:57,442
","Mr. Kunstler, do you have any further examination"
"01:31:57,525","01:32:01,567
","that will demonstrate that this witness will make a material contribution,"
"01:32:01,650","01:32:04,275
",or should I just ask him to step down?
"01:32:04,359","01:32:06,359
",You've ruled.
"01:32:10,234","01:32:13,442
",You're not gonna let the jury hear his testimony.
"01:32:13,525","01:32:16,025
","Not unless you can demonstrate to me,"
"01:32:16,109","01:32:18,817
","which you have not thus far done, that this witness--"
"01:32:18,900","01:32:22,025
",- Are you any good? - Are you addressing the court reporter?
"01:32:22,109","01:32:23,567
",- Keep up with us. - Mr. Kunstler--
"01:32:23,650","01:32:25,359
",Is this prosecution politically motivated?
"01:32:25,442","01:32:26,942
",- Object! - Yes.
"01:32:27,025","01:32:29,109
",President Nixon inherited an unpopular war.
"01:32:29,192","01:32:30,442
","- Yes. - Step down, Mr. Clark."
"01:32:30,525","01:32:32,859
",And your clients make it more unpopular every day.
"01:32:32,942","01:32:37,609
","This administration is paranoid about the SDS, the Mobe, the New Left..."
"01:32:37,692","01:32:39,650
","Mr. Clark, please."
"01:32:40,359","01:32:44,775
","Please, sir. I will be forced to find you in contempt."
"01:32:45,400","01:32:46,609
",Do you understand?
"01:32:49,234","01:32:50,234
","I do, Your Honor."
"01:32:50,692","01:32:52,609
","Then step down, please."
"01:32:56,275","01:32:57,442
","Thank you, sir."
"01:33:06,609","01:33:08,359
",Just get to work on the appeal.
"01:33:18,525","01:33:21,234
","Your Honor, when the jury returns,"
"01:33:22,400","01:33:26,234
",will they be informed that the defense had called
"01:33:26,317","01:33:29,400
","the former attorney general of the United States of America,"
"01:33:29,484","01:33:33,234
",but this court ruled that he couldn't testify?
"01:33:34,025","01:33:36,234
","No, that motion will be denied."
"01:33:56,025","01:33:59,567
",Cite Mr. Kunstler with his third count of contempt.
"01:34:05,859","01:34:07,109
",You're a thug.
"01:34:07,192","01:34:09,400
",Did one of the defendants speak?
"01:34:09,484","01:34:13,275
","I did. I said you're a thug, because you are."
"01:34:13,359","01:34:15,109
","- Dave. - Please sit, Mr. Dellinger."
"01:34:15,192","01:34:17,650
","- If we're guilty, why not give us a trial? - Dave."
"01:34:17,734","01:34:19,359
","Marshals, seat the defendant."
"01:34:19,442","01:34:22,734
","If we're guilty, which you have clearly decided--"
